piRNA,disease,score
SLC25A25-AS1,Retinoic Acid,0
SLC25A25-AS1,Mafosfamide,0
SLC25A25-AS1,Cyclophosphamide,0
SLC25A25-AS1,Paroxetine,0
SLC25A25-AS1,Prednisone,0
SLC25A25-AS1,Cyclosporin A,0
SLC25A25-AS1,Selumetinib,0
SLC25A25-AS1,Colchicine,0
SLC25A25-AS1,Lorlatinib,0
SLC25A25-AS1,Crizotinib,0
SLC25A25-AS1,Vemurafenib,0
SLC25A25-AS1,Fluoropyrimidine,0
SLC25A25-AS1,FOLFOX Chemotherapy,0
SLC25A25-AS1,Cytarabine,0
SLC25A25-AS1,Anastrozole,0
SLC25A25-AS1,Exemestane,0
SLC25A25-AS1,Letrozole,0
SLC25A25-AS1,Sunitinib,0
SLC25A25-AS1,Platinum,0
SLC25A25-AS1,Levetiracetam,0
SLC25A25-AS1,Valproate,0
SLC25A25-AS1,Ribavirin,0
SLC25A25-AS1,pegIFN/RBV therapy,0
SLC25A25-AS1,Dichloroacetate,0
SLC25A25-AS1,Cyclopamine,0
SLC25A25-AS1,Interferon-alpha,0
SLC25A25-AS1,Mitomycin C,0
SLC25A25-AS1,Pertuzumab,0
SLC25A25-AS1,Arsenic trioxide,0
SLC25A25-AS1,Irinotecan,0
SNHG5,Gefitinib,0
SNHG5,Tamoxifen,0
SNHG5,Trastuzumab,0
SNHG5,Daunorubicin,0
SNHG5,Vemurafenib,0
SNHG5,Fluoropyrimidine,0
SNHG5,FOLFOX Chemotherapy,0
SNHG5,10-Hydroxycamptothecin,0
SNHG5,Prednisolone,0
SNHG5,L-asparaginase,0
SNHG5,platinum-based doublet chemotherapy ,0
SNHG5,Curcumin,0
SNHG5,PLX4720,0
SNHG5,Capecitabine,0
SNHG5,Epirubicin,0
SNHG5,Interferon-gamma,0
SNHG5,Vinblastine,0
SNHG5,Camptothecin,0
SNHG5,Crizotinib,0
SNHG5,Lorlatinib,0
SNHG5,Colchicine,0
SNHG5,Cyclosporin A,0
SNHG5,Vinorelbine,0
SNHG5,Prednisone,0
SNHG5,Paroxetine,0
SNHG5,Cyclophosphamide,0
SNHG5,Mafosfamide,0
SNHG5,Retinoic Acid,0
SNHG5,Rituximab,0
SNHG5,Cytarabine,0
SNHG5,Anastrozole,0
SNHG5,Exemestane,0
SNHG5,Letrozole,0
SNHG5,Sunitinib,0
SNHG5,Platinum,0
SNHG5,PCI-24781,0
SNHG5,Erlotinib,0
SNHG5,Fluorouracil,0
SNHG5,Adriamycin,0
SNHG5,Sirolimus,0
SNHG5,Rapamycin,0
SNHG5,Nutlin-3a,0
SNHG5,Mitoxantrone,0
SNHG5,Etoposide,0
SNHG5,Vincristine,0
SNHG5,Docetaxel,0
SNHG5,Ibrutinib,0
SNHG5,Tetraplatin,0
SNHG5,Carboplatin,0
SNHG5,Oxaliplatin,0
SNHG5,Antioestrogens,0
SNHG5,Propofol,0
SNHG5,Paclitaxel,0
SNHG5,Temsirolimus,0
SNHG5,"1,25(OH)2D3",0
SNHG5,Bortezomib,0
SNHG5,Methotrexate,0
SNHG5,Pirarubicin,0
SNHG5,Verapamil,0
SNHG5,epirubicin,0
SNHG5,Chemotherapy,0
SNHG5,TRAIL therapy,0
SNHG5,Glucocorticoid,0
SNHG5,Sorafenib,0
SNHG5,Melphalan,0
SNHG5,Oxymatrine,0
SNHG5,Temozolomide,0
SNHG5,Cetuximab,0
SNHG5,Taxol,0
SNHG5,Dexamethasone,0
TUG1,Betulinic acid,0
TUG1,Carmustine,0
TUG1,Dibenziodolium,0
XIST,Cyclosporin A,0
XIST,Retinoic Acid,0
XIST,Mafosfamide,0
XIST,Cyclophosphamide,0
XIST,Paroxetine,0
XIST,Prednisone,0
XIST,Vinorelbine,0
XIST,Colchicine,0
XIST,Cytarabine,0
XIST,Lorlatinib,0
XIST,Crizotinib,0
XIST,Vemurafenib,0
XIST,Fluoropyrimidine,0
XIST,FOLFOX Chemotherapy,0
XIST,10-Hydroxycamptothecin,0
XIST,Rituximab,0
XIST,Anastrozole,0
TUG1,Hydrogen Peroxide,0
XIST,Dichloroacetate,0
XIST,Irinotecan,0
XIST,Arsenic trioxide,0
XIST,Pertuzumab,0
XIST,Mitomycin C,0
XIST,Interferon-alpha,0
XIST,Cyclopamine,0
XIST,pegIFN/RBV therapy,0
XIST,Exemestane,0
XIST,Ribavirin,0
XIST,Valproate,0
XIST,Levetiracetam,0
XIST,Platinum,0
XIST,Sunitinib,0
XIST,Letrozole,0
XIST,Prednisolone,0
XIST,L-asparaginase,0
XIST,Daunorubicin,0
XIST,Bortezomib,0
XIST,TRAIL therapy,0
XIST,Chemotherapy,0
XIST,epirubicin,0
XIST,Verapamil,0
XIST,Pirarubicin,0
XIST,Methotrexate,0
XIST,"1,25(OH)2D3",0
XIST,platinum-based doublet chemotherapy ,0
XIST,Temsirolimus,0
XIST,Sirolimus,0
XIST,Rapamycin,0
XIST,Nutlin-3a,0
XIST,Mitoxantrone,0
XIST,Etoposide,0
XIST,Glucocorticoid,0
XIST,Sorafenib,0
XIST,Melphalan,0
XIST,Oxymatrine,0
XIST,Temozolomide,0
XIST,Cetuximab,0
XIST,Taxol,0
XIST,Dexamethasone,0
XIST,Ibrutinib,0
XIST,Erlotinib,0
XIST,Curcumin,0
XIST,Camptothecin,0
XIST,Vinblastine,0
XIST,Interferon-gamma,0
XIST,Epirubicin,0
XIST,Capecitabine,0
XIST,PLX4720,0
XIST,Selumetinib,0
XIST,Staurosporine,0
XIST,Topotecan,0
XLOC_006753,Docetaxel,0
XLOC_006753,Rapamycin,0
XLOC_006753,Nutlin-3a,0
XLOC_006753,Mitoxantrone,0
XLOC_006753,Etoposide,0
XLOC_006753,Vincristine,0
XLOC_006753,Adriamycin,0
XLOC_006753,Tetraplatin,0
XLOC_006753,Gefitinib,0
XLOC_006753,Carboplatin,0
XLOC_006753,Oxaliplatin,0
XLOC_006753,Antioestrogens,0
XLOC_006753,Propofol,0
XLOC_006753,Paclitaxel,0
XLOC_006753,Trastuzumab,0
XLOC_006753,Sirolimus,0
XLOC_006753,Temsirolimus,0
XLOC_006753,"1,25(OH)2D3",0
XLOC_006753,Bortezomib,0
XLOC_006753,Methotrexate,0
XLOC_006753,Pirarubicin,0
XLOC_006753,Verapamil,0
XLOC_006753,epirubicin,0
XLOC_006753,Chemotherapy,0
XLOC_006753,TRAIL therapy,0
XLOC_006753,Glucocorticoid,0
XLOC_006753,Sorafenib,0
XLOC_006753,Melphalan,0
XLOC_006753,Oxymatrine,0
XLOC_006753,Temozolomide,0
XLOC_006753,Cetuximab,0
XLOC_006753,Taxol,0
XLOC_006753,Tamoxifen,0
XLOC_006753,Nilotinib,0
XIST,Fludarabine,0
XIST,Euthyrox,0
XIST,Hydrogen Peroxide,0
XIST,Dibenziodolium,0
XIST,Carmustine,0
XIST,Betulinic acid,0
XIST,Arsenic Trioxide,0
XIST,Teniposide,0
XIST,Leucovorin,0
XLOC_006753,Imatinib,0
XIST,Fulvestrant,0
XIST,Epirubicin hydrochloride,0
XIST,SIOP treatment protocol,0
XIST,Epirubicin HCl,0
XIST,intensive induction chemotherapy based on cytarabine and idarubicine,0
XIST,histone deacetylase inhibitor,0
XIST,Pingyangmycin,0
XIST,Raltitrexed,0
XIST,Tomudex,0
XIST,Lapatinib,0
XIST,Pemetrexed,0
XIST,10-hydroxycamptothecin,0
XIST,AGRO100,0
XIST,Dihydrotestosterone,0
XIST,DAPT,0
XIST,modified ALLIC BFM 2002 protocol,0
XIST,5-fluorouracil,0
XIST,Hydroxyurea,0
XIST,Ethanol,0
XIST,chemotherapy,0
XIST,AED therapy,0
XLOC_006753,Gemcitabine,0
XLOC_006753,Dasatinib,0
XIST,Vincristine,0
XIST,Adriamycin,0
XIST,Docetaxel,0
UCA1,Oxymatrine,0
UCA1,PCI-24781,0
UCA1,Erlotinib,0
UCA1,Ibrutinib,0
UCA1,Dexamethasone,0
UCA1,Taxol,0
UCA1,Temozolomide,0
UCA1,Melphalan,0
UCA1,Methotrexate,0
UCA1,Sorafenib,0
UCA1,Glucocorticoid,0
UCA1,TRAIL therapy,0
UCA1,Chemotherapy,0
UCA1,epirubicin,0
UCA1,Verapamil,0
UCA1,Camptothecin,0
UCA1,Vinblastine,0
UCA1,Interferon-gamma,0
UCA1,Epirubicin,0
UCA1,Capecitabine,0
UCA1,platinum-based doublet chemotherapy ,0
UCA1,5-Fluorouracil,0
UCA1,Daunorubicin,0
UCA1,L-asparaginase,0
UCA1,Prednisolone,0
UCA1,10-Hydroxycamptothecin,0
UCA1,FOLFOX Chemotherapy,0
UCA1,Fluoropyrimidine,0
UCA1,Crizotinib,0
UCA1,Lorlatinib,0
UCA1,Colchicine,0
UCA1,Cyclosporin A,0
UCA1,Pirarubicin,0
UCA1,Bortezomib,0
UCA1,Prednisone,0
TUG1,Dihydrotestosterone,0
TUG1,chemotherapy,0
TUG1,Ethanol,0
TUG1,Hydroxyurea,0
TUG1,5-fluorouracil,0
TUG1,modified ALLIC BFM 2002 protocol,0
TUG1,DAPT,0
TUG1,AGRO100,0
UCA1,"1,25(OH)2D3",0
TUG1,10-hydroxycamptothecin,0
TUG1,Pemetrexed,0
TUG1,Lapatinib,0
TUG1,Tomudex,0
TUG1,Raltitrexed,0
TUG1,Pingyangmycin,0
TUG1,AED therapy,0
UCA1,Dasatinib,0
UCA1,Nilotinib,0
UCA1,Gefitinib,0
UCA1,Trastuzumab,0
UCA1,Propofol,0
UCA1,Antioestrogens,0
UCA1,Oxaliplatin,0
UCA1,Carboplatin,0
UCA1,Tetraplatin,0
UCA1,Docetaxel,0
UCA1,Vincristine,0
UCA1,Etoposide,0
UCA1,Mitoxantrone,0
UCA1,Nutlin-3a,0
UCA1,Sirolimus,0
UCA1,Temsirolimus,0
UCA1,Vinorelbine,0
UCA1,Paroxetine,0
XIST,Tetraplatin,0
UCA1,Pemetrexed,0
UCA1,5-fluorouracil,0
UCA1,modified ALLIC BFM 2002 protocol,0
UCA1,DAPT,0
UCA1,Dihydrotestosterone,0
UCA1,AGRO100,0
UCA1,10-hydroxycamptothecin,0
UCA1,Lapatinib,0
UCA1,Arsenic Trioxide,0
UCA1,Tomudex,0
UCA1,Raltitrexed,0
UCA1,Pingyangmycin,0
UCA1,Hydrogen Peroxide,0
UCA1,Dibenziodolium,0
UCA1,Carmustine,0
UCA1,Hydroxyurea,0
UCA1,Ethanol,0
UCA1,chemotherapy,0
UCA1,AED therapy,0
XIST,Gemcitabine,0
XIST,Dasatinib,0
XIST,Imatinib,0
XIST,Nilotinib,0
XIST,Gefitinib,0
XIST,Tamoxifen,0
XIST,Trastuzumab,0
XIST,Fluorouracil,0
XIST,Paclitaxel,0
XIST,Propofol,0
XIST,Antioestrogens,0
XIST,Oxaliplatin,0
XIST,Carboplatin,0
UCA1,Betulinic acid,0
UCA1,Teniposide,0
UCA1,Cyclophosphamide,0
UCA1,Sunitinib,0
UCA1,Dichloroacetate,0
UCA1,pegIFN/RBV therapy,0
UCA1,Ribavirin,0
UCA1,Valproate,0
UCA1,Levetiracetam,0
UCA1,Platinum,0
UCA1,Letrozole,0
UCA1,Euthyrox,0
UCA1,Exemestane,0
UCA1,Anastrozole,0
UCA1,Cytarabine,0
UCA1,Rituximab,0
UCA1,Retinoic Acid,0
UCA1,Mafosfamide,0
UCA1,Cyclopamine,0
UCA1,Interferon-alpha,0
UCA1,Mitomycin C,0
UCA1,Pertuzumab,0
UCA1,Arsenic trioxide,0
UCA1,Irinotecan,0
UCA1,Selumetinib,0
UCA1,Staurosporine,0
UCA1,Topotecan,0
UCA1,Fludarabine,0
UCA1,histone deacetylase inhibitor,0
UCA1,intensive induction chemotherapy based on cytarabine and idarubicine,0
UCA1,Epirubicin HCl,0
UCA1,SIOP treatment protocol,0
UCA1,Epirubicin hydrochloride,0
UCA1,Fulvestrant,0
UCA1,Leucovorin,0
SLC25A25-AS1,10-Hydroxycamptothecin,0
SLC25A25-AS1,L-asparaginase,0
MEG3,Platinum,0
NEAT1,Bortezomib,0
NEAT1,TRAIL therapy,0
NEAT1,Chemotherapy,0
NEAT1,epirubicin,0
NEAT1,Verapamil,0
NEAT1,Pirarubicin,0
NEAT1,Methotrexate,0
NEAT1,"1,25(OH)2D3",0
NEAT1,Sorafenib,0
NEAT1,Temsirolimus,0
NEAT1,Sirolimus,0
NEAT1,Rapamycin,0
NEAT1,Nutlin-3a,0
NEAT1,Mitoxantrone,0
NEAT1,Etoposide,0
NEAT1,Glucocorticoid,0
NEAT1,Melphalan,0
MRUL,Euthyrox,0
NEAT1,Camptothecin,0
NEAT1,platinum-based doublet chemotherapy ,0
NEAT1,PLX4720,0
NEAT1,Capecitabine,0
NEAT1,Epirubicin,0
NEAT1,Interferon-gamma,0
NEAT1,Vinblastine,0
NEAT1,PCI-24781,0
NEAT1,Oxymatrine,0
NEAT1,Curcumin,0
NEAT1,Erlotinib,0
NEAT1,Ibrutinib,0
NEAT1,Dexamethasone,0
NEAT1,Cetuximab,0
NEAT1,Temozolomide,0
NEAT1,Adriamycin,0
NEAT1,Docetaxel,0
NEAT1,Tetraplatin,0
MRUL,Tomudex,0
MRUL,DAPT,0
MRUL,Dihydrotestosterone,0
MRUL,AGRO100,0
MRUL,10-hydroxycamptothecin,0
MRUL,Pemetrexed,0
MRUL,Lapatinib,0
MRUL,Raltitrexed,0
NEAT1,Carboplatin,0
MRUL,Pingyangmycin,0
MRUL,Hydrogen Peroxide,0
MRUL,Dibenziodolium,0
MRUL,Carmustine,0
MRUL,Betulinic acid,0
MRUL,Arsenic Trioxide,0
MRUL,modified ALLIC BFM 2002 protocol,0
MRUL,5-fluorouracil,0
MRUL,Hydroxyurea,0
MRUL,Ethanol,0
MRUL,chemotherapy,0
MRUL,AED therapy,0
NEAT1,Gemcitabine,0
NEAT1,Dasatinib,0
NEAT1,Imatinib,0
NEAT1,Nilotinib,0
NEAT1,Gefitinib,0
NEAT1,Tamoxifen,0
NEAT1,Trastuzumab,0
NEAT1,Fluorouracil,0
NEAT1,Propofol,0
NEAT1,Antioestrogens,0
NEAT1,Oxaliplatin,0
NEAT1,5-Fluorouracil,0
NEAT1,Daunorubicin,0
NEAT1,L-asparaginase,0
NEAT1,Leucovorin,0
NEAT1,Dibenziodolium,0
NEAT1,Carmustine,0
NEAT1,Betulinic acid,0
NEAT1,Arsenic Trioxide,0
NEAT1,Teniposide,0
NEAT1,Euthyrox,0
NEAT1,Fulvestrant,0
NEAT1,Staurosporine,0
NEAT1,Epirubicin hydrochloride,0
NEAT1,SIOP treatment protocol,0
NEAT1,Epirubicin HCl,0
NEAT1,intensive induction chemotherapy based on cytarabine and idarubicine,0
NEAT1,histone deacetylase inhibitor,0
NEAT1,Fludarabine,0
NEAT1,Hydrogen Peroxide,0
NEAT1,Pingyangmycin,0
NEAT1,Raltitrexed,0
NEAT1,Tomudex,0
NEAT1,Lapatinib,0
NEAT1,Pemetrexed,0
NEAT1,10-hydroxycamptothecin,0
NEAT1,AGRO100,0
NEAT1,Dihydrotestosterone,0
NEAT1,DAPT,0
NEAT1,modified ALLIC BFM 2002 protocol,0
NEAT1,5-fluorouracil,0
NEAT1,Hydroxyurea,0
NEAT1,Ethanol,0
NEAT1,chemotherapy,0
NEAT1,AED therapy,0
PVT1,Dasatinib,0
NEAT1,Topotecan,0
NEAT1,Selumetinib,0
NEAT1,Prednisolone,0
NEAT1,Cyclosporin A,0
NEAT1,Retinoic Acid,0
NEAT1,Mafosfamide,0
NEAT1,Cyclophosphamide,0
NEAT1,Paroxetine,0
NEAT1,Prednisone,0
NEAT1,Vinorelbine,0
NEAT1,Colchicine,0
NEAT1,Irinotecan,0
NEAT1,Lorlatinib,0
NEAT1,Crizotinib,0
NEAT1,Vemurafenib,0
NEAT1,Fluoropyrimidine,0
NEAT1,FOLFOX Chemotherapy,0
NEAT1,10-Hydroxycamptothecin,0
NEAT1,Rituximab,0
NEAT1,Cytarabine,0
NEAT1,Anastrozole,0
NEAT1,Exemestane,0
NEAT1,Letrozole,0
NEAT1,Sunitinib,0
NEAT1,Platinum,0
NEAT1,Levetiracetam,0
NEAT1,Valproate,0
NEAT1,Ribavirin,0
NEAT1,pegIFN/RBV therapy,0
NEAT1,Dichloroacetate,0
NEAT1,Cyclopamine,0
NEAT1,Interferon-alpha,0
NEAT1,Mitomycin C,0
NEAT1,Pertuzumab,0
NEAT1,Arsenic trioxide,0
MRUL,Teniposide,0
MRUL,Leucovorin,0
SLC25A25-AS1,Daunorubicin,0
MEG3,AED therapy,0
MRUL,Tamoxifen,0
MRUL,Gefitinib,0
MRUL,Nilotinib,0
MRUL,Imatinib,0
MRUL,Dasatinib,0
MRUL,Gemcitabine,0
MEG3,chemotherapy,0
MRUL,Fluorouracil,0
MEG3,Ethanol,0
MEG3,Hydroxyurea,0
MEG3,5-fluorouracil,0
MEG3,modified ALLIC BFM 2002 protocol,0
MEG3,DAPT,0
MEG3,Dihydrotestosterone,0
MRUL,Trastuzumab,0
MRUL,Paclitaxel,0
MRUL,Fulvestrant,0
MRUL,Mitoxantrone,0
MRUL,Bortezomib,0
MRUL,"1,25(OH)2D3",0
MRUL,Temsirolimus,0
MRUL,Sirolimus,0
MRUL,Rapamycin,0
MRUL,Nutlin-3a,0
MRUL,Etoposide,0
MRUL,Propofol,0
MRUL,Adriamycin,0
MRUL,Docetaxel,0
MRUL,Tetraplatin,0
MRUL,Carboplatin,0
MRUL,Oxaliplatin,0
MRUL,Antioestrogens,0
MEG3,AGRO100,0
MEG3,10-hydroxycamptothecin,0
MEG3,Pemetrexed,0
MEG3,Pertuzumab,0
MEG3,Fludarabine,0
MEG3,Topotecan,0
MEG3,Staurosporine,0
MEG3,Selumetinib,0
MEG3,Irinotecan,0
MEG3,Arsenic trioxide,0
MEG3,Mitomycin C,0
MEG3,Lapatinib,0
MEG3,Interferon-alpha,0
MEG3,Cyclopamine,0
MEG3,Dichloroacetate,0
MEG3,pegIFN/RBV therapy,0
MEG3,Ribavirin,0
MEG3,Valproate,0
MEG3,histone deacetylase inhibitor,0
MEG3,intensive induction chemotherapy based on cytarabine and idarubicine,0
MEG3,Epirubicin HCl,0
MEG3,SIOP treatment protocol,0
MEG3,Epirubicin hydrochloride,0
MEG3,Fulvestrant,0
MEG3,Leucovorin,0
MEG3,Euthyrox,0
MEG3,Teniposide,0
MEG3,Arsenic Trioxide,0
MEG3,Betulinic acid,0
MEG3,Carmustine,0
MEG3,Dibenziodolium,0
MEG3,Hydrogen Peroxide,0
MEG3,Pingyangmycin,0
MEG3,Raltitrexed,0
MEG3,Tomudex,0
MRUL,Methotrexate,0
MRUL,Pirarubicin,0
MRUL,Verapamil,0
MRUL,Exemestane,0
MRUL,Ribavirin,0
MRUL,Valproate,0
MRUL,Levetiracetam,0
MRUL,Platinum,0
MRUL,Sunitinib,0
MRUL,Letrozole,0
MRUL,Anastrozole,0
MRUL,Vinorelbine,0
MRUL,Cytarabine,0
MRUL,Rituximab,0
MRUL,Retinoic Acid,0
MRUL,Mafosfamide,0
MRUL,Cyclophosphamide,0
MRUL,Paroxetine,0
MRUL,pegIFN/RBV therapy,0
MRUL,Dichloroacetate,0
MRUL,Cyclopamine,0
MRUL,Interferon-alpha,0
MRUL,Mitomycin C,0
MRUL,Pertuzumab,0
MRUL,Arsenic trioxide,0
MRUL,Irinotecan,0
MRUL,Selumetinib,0
MRUL,Staurosporine,0
MRUL,Topotecan,0
MRUL,Fludarabine,0
MRUL,histone deacetylase inhibitor,0
MRUL,intensive induction chemotherapy based on cytarabine and idarubicine,0
MRUL,Epirubicin HCl,0
MRUL,SIOP treatment protocol,0
MRUL,Epirubicin hydrochloride,0
MRUL,Prednisone,0
MRUL,Cyclosporin A,0
MRUL,epirubicin,0
MRUL,Cetuximab,0
MRUL,PCI-24781,0
MRUL,Curcumin,0
MRUL,Erlotinib,0
MRUL,Ibrutinib,0
MRUL,Dexamethasone,0
MRUL,Taxol,0
MRUL,Temozolomide,0
MRUL,Colchicine,0
MRUL,Oxymatrine,0
MRUL,Melphalan,0
MRUL,Sorafenib,0
MRUL,Glucocorticoid,0
MRUL,TRAIL therapy,0
MRUL,Chemotherapy,0
MRUL,Camptothecin,0
MRUL,Vinblastine,0
MRUL,Interferon-gamma,0
MRUL,Epirubicin,0
MRUL,Capecitabine,0
MRUL,PLX4720,0
MRUL,platinum-based doublet chemotherapy ,0
MRUL,5-Fluorouracil,0
MRUL,Daunorubicin,0
MRUL,L-asparaginase,0
MRUL,Prednisolone,0
MRUL,10-Hydroxycamptothecin,0
MRUL,FOLFOX Chemotherapy,0
MRUL,Fluoropyrimidine,0
MRUL,Vemurafenib,0
MRUL,Crizotinib,0
MRUL,Lorlatinib,0
PVT1,Imatinib,0
PVT1,Nilotinib,0
PVT1,Gefitinib,0
ROR1-AS1,Sunitinib,0
ROR1-AS1,Dichloroacetate,0
ROR1-AS1,pegIFN/RBV therapy,0
ROR1-AS1,Ribavirin,0
ROR1-AS1,Valproate,0
ROR1-AS1,Levetiracetam,0
ROR1-AS1,Platinum,0
ROR1-AS1,Letrozole,0
ROR1-AS1,Interferon-alpha,0
ROR1-AS1,Exemestane,0
ROR1-AS1,Anastrozole,0
ROR1-AS1,Cytarabine,0
ROR1-AS1,Rituximab,0
ROR1-AS1,Retinoic Acid,0
ROR1-AS1,Mafosfamide,0
ROR1-AS1,Cyclopamine,0
ROR1-AS1,Mitomycin C,0
PVT1,Tamoxifen,0
ROR1-AS1,intensive induction chemotherapy based on cytarabine and idarubicine,0
ROR1-AS1,Euthyrox,0
ROR1-AS1,Leucovorin,0
ROR1-AS1,Fulvestrant,0
ROR1-AS1,Epirubicin hydrochloride,0
ROR1-AS1,SIOP treatment protocol,0
ROR1-AS1,Epirubicin HCl,0
ROR1-AS1,histone deacetylase inhibitor,0
ROR1-AS1,Pertuzumab,0
ROR1-AS1,Fludarabine,0
ROR1-AS1,Topotecan,0
ROR1-AS1,Staurosporine,0
ROR1-AS1,Selumetinib,0
ROR1-AS1,Irinotecan,0
ROR1-AS1,Arsenic trioxide,0
ROR1-AS1,Cyclophosphamide,0
ROR1-AS1,Paroxetine,0
ROR1-AS1,Prednisone,0
ROR1-AS1,Cetuximab,0
ROR1-AS1,Vinblastine,0
ROR1-AS1,Camptothecin,0
ROR1-AS1,PCI-24781,0
ROR1-AS1,Curcumin,0
ROR1-AS1,Erlotinib,0
ROR1-AS1,Taxol,0
ROR1-AS1,Temozolomide,0
ROR1-AS1,Vinorelbine,0
ROR1-AS1,Oxymatrine,0
ROR1-AS1,Melphalan,0
ROR1-AS1,Sorafenib,0
ROR1-AS1,Glucocorticoid,0
ROR1-AS1,TRAIL therapy,0
ROR1-AS1,Chemotherapy,0
ROR1-AS1,Interferon-gamma,0
ROR1-AS1,Epirubicin,0
ROR1-AS1,Capecitabine,0
ROR1-AS1,PLX4720,0
ROR1-AS1,platinum-based doublet chemotherapy ,0
ROR1-AS1,5-Fluorouracil,0
ROR1-AS1,Daunorubicin,0
ROR1-AS1,L-asparaginase,0
ROR1-AS1,Prednisolone,0
ROR1-AS1,10-Hydroxycamptothecin,0
ROR1-AS1,FOLFOX Chemotherapy,0
ROR1-AS1,Fluoropyrimidine,0
ROR1-AS1,Vemurafenib,0
ROR1-AS1,Crizotinib,0
ROR1-AS1,Lorlatinib,0
ROR1-AS1,Colchicine,0
ROR1-AS1,Cyclosporin A,0
ROR1-AS1,Teniposide,0
ROR1-AS1,Arsenic Trioxide,0
ROR1-AS1,Betulinic acid,0
SLC25A25-AS1,Pirarubicin,0
SLC25A25-AS1,Sorafenib,0
SLC25A25-AS1,Glucocorticoid,0
SLC25A25-AS1,TRAIL therapy,0
SLC25A25-AS1,Chemotherapy,0
SLC25A25-AS1,epirubicin,0
SLC25A25-AS1,Verapamil,0
SLC25A25-AS1,Methotrexate,0
SLC25A25-AS1,Etoposide,0
SLC25A25-AS1,Bortezomib,0
SLC25A25-AS1,"1,25(OH)2D3",0
SLC25A25-AS1,Temsirolimus,0
SLC25A25-AS1,Sirolimus,0
SLC25A25-AS1,Rapamycin,0
SLC25A25-AS1,Nutlin-3a,0
SLC25A25-AS1,Melphalan,0
SLC25A25-AS1,Oxymatrine,0
SLC25A25-AS1,Cetuximab,0
SLC25A25-AS1,Taxol,0
SLC25A25-AS1,Dexamethasone,0
SLC25A25-AS1,Ibrutinib,0
SLC25A25-AS1,Erlotinib,0
SLC25A25-AS1,Curcumin,0
SLC25A25-AS1,PCI-24781,0
SLC25A25-AS1,Camptothecin,0
SLC25A25-AS1,Vinblastine,0
SLC25A25-AS1,Interferon-gamma,0
SLC25A25-AS1,Epirubicin,0
SLC25A25-AS1,Capecitabine,0
SLC25A25-AS1,PLX4720,0
SLC25A25-AS1,platinum-based doublet chemotherapy ,0
SLC25A25-AS1,5-Fluorouracil,0
SLC25A25-AS1,Mitoxantrone,0
SLC25A25-AS1,Vincristine,0
ROR1-AS1,Carmustine,0
ROR1-AS1,10-hydroxycamptothecin,0
ROR1-AS1,Hydroxyurea,0
ROR1-AS1,5-fluorouracil,0
ROR1-AS1,modified ALLIC BFM 2002 protocol,0
ROR1-AS1,DAPT,0
ROR1-AS1,Dihydrotestosterone,0
ROR1-AS1,AGRO100,0
ROR1-AS1,Pemetrexed,0
SLC25A25-AS1,Adriamycin,0
ROR1-AS1,Lapatinib,0
ROR1-AS1,Tomudex,0
ROR1-AS1,Raltitrexed,0
ROR1-AS1,Pingyangmycin,0
ROR1-AS1,Hydrogen Peroxide,0
ROR1-AS1,Dibenziodolium,0
ROR1-AS1,Ethanol,0
ROR1-AS1,chemotherapy,0
ROR1-AS1,AED therapy,0
SLC25A25-AS1,Cisplatin,0
SLC25A25-AS1,Dasatinib,0
SLC25A25-AS1,Imatinib,0
SLC25A25-AS1,Nilotinib,0
SLC25A25-AS1,Gefitinib,0
SLC25A25-AS1,Tamoxifen,0
SLC25A25-AS1,Trastuzumab,0
SLC25A25-AS1,Paclitaxel,0
SLC25A25-AS1,Propofol,0
SLC25A25-AS1,Antioestrogens,0
SLC25A25-AS1,Oxaliplatin,0
SLC25A25-AS1,Carboplatin,0
SLC25A25-AS1,Tetraplatin,0
SLC25A25-AS1,Docetaxel,0
ROR1-AS1,epirubicin,0
ROR1-AS1,Verapamil,0
ROR1-AS1,Pirarubicin,0
PVT1,L-asparaginase,0
PVT1,Crizotinib,0
PVT1,Vemurafenib,0
PVT1,Fluoropyrimidine,0
PVT1,FOLFOX Chemotherapy,0
PVT1,10-Hydroxycamptothecin,0
PVT1,Prednisolone,0
PVT1,Daunorubicin,0
PVT1,PCI-24781,0
PVT1,platinum-based doublet chemotherapy ,0
PVT1,PLX4720,0
PVT1,Capecitabine,0
PVT1,Epirubicin,0
PVT1,Interferon-gamma,0
PVT1,Vinblastine,0
PVT1,Lorlatinib,0
PVT1,Colchicine,0
PVT1,Cyclosporin A,0
PVT1,Vinorelbine,0
PVT1,Prednisone,0
PVT1,Paroxetine,0
PVT1,Cyclophosphamide,0
PVT1,Mafosfamide,0
PVT1,Retinoic Acid,0
PVT1,Rituximab,0
PVT1,Cytarabine,0
PVT1,Anastrozole,0
PVT1,Exemestane,0
PVT1,Letrozole,0
PVT1,Sunitinib,0
PVT1,Platinum,0
PVT1,Levetiracetam,0
PVT1,Camptothecin,0
PVT1,Curcumin,0
PVT1,Ribavirin,0
PVT1,Adriamycin,0
PVT1,Sirolimus,0
PVT1,Rapamycin,0
PVT1,Nutlin-3a,0
PVT1,Mitoxantrone,0
PVT1,Etoposide,0
PVT1,Vincristine,0
PVT1,Docetaxel,0
PVT1,Erlotinib,0
PVT1,Tetraplatin,0
PVT1,Carboplatin,0
PVT1,Oxaliplatin,0
PVT1,Antioestrogens,0
PVT1,Propofol,0
